,data,label
478,"PHEZU kokuba abahlaziyi bezepolitiki bethi i-ANC izophinde iwudle umhlanganiso okhethweni lukazwelonke okulindeleke ukuthi lube ngoMeyi nonyaka kodwa bathi akukho okusha okuvele kumhlahlandlela wokhetho othulwe nguMengameli Cyril Ramaphosa.
URamaphosa uthule umqulu obugxile emfundweni yamahhala, ezempilo, ukufukula umnotho, ukwakha amathuba emisebenzi, ukubuyiswa komhlaba, ukulwa nobugebengu, ukuhlukunyezwa kwabesifazane nezingane nabakhubazekile, ukwehliswa kokubiza kwe-data, ukwakha izindlu, izikole, amadamu nezinye izethembiso.
",politics
479,"BABUYELE esikoleni ngoLwesibili abafundi besikole samabanga aphansi eNdwedwe obese kuphele isonto sivalwe abazali namalungu omphakathi.
Isolezwe lithole ukuthi akuphazamisekanga ukufunda ngosuku lokuqala eNtaphuka Primary bebuyele esikoleni njengoba abafundi babegcine ngoLwesibili olwedlule. Abazali namalungu omphakathi bebevale isikole ngoba besola amalungu amabili esigungu esilawula isikole ngokudla uR40 000 wesikole. 
","crime, law and justice"
480,"UZOLINDA elinye isonto ngaphambi kokuthi akwazi ukufaka isicelo sebheyili owesifazane waseKlarinet, eMpumalanga, osolwa ngokubulala izingane zakhe ezine ngamaholidi kaKhisimuzi.
UNksz Zemhle Zinhle Maditla (24) uvele eNkantolo yesiFunda eWitbank ngoMsombuluko lapho ebhekene khona namacala amane okubulala. Kubikwa ukuthi ngosuku ÃƒÂ¢Ã¢â€šÂ¬Ã‹Å“abulalaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ ngalo izingane zakhe naye wayazama ukuzibulala kodwa wangaphumelela. 
","crime, law and justice"
481,"UKHUNGATHEKILE umndeni wakwaCele eMariannhill emuva kokulahleka kwendodakazi yawo. UNksz Andile Lucia Cele waduka ngoKhisimusi kade evakashele isoka lakhe elase limlobola eMatimatolo.
Udadewabo kaNksz Cele, uNksz Smangele Cele, uthe ngoDisemba 22 u-Andile (27) wasuka kubo wayogibela itekisi eliya eGreytown esuka ePinetown, eGreytown ezogibela eya eMatimatolo. 
","crime, law and justice"
482,"IZONGENISA uR2 billion imigubho ye-ANC emnothweni waKwaZulu-Natal njengoba kutheleke abantu abangaphezu kuka-100 000 kuleli sonto.
Lezi zindaba zivezwe nguNgqongqoshe wezokuThuthukiswa koMnotho, ezokuVakasha neMvelo KwaZulu-Natal, uMnuz Sihle Zikalala osho lokhu emuva kokuthi iPhini leMenenja kaMasipala weTheku uMnuz Phillip Sithole lithe wonke amahhotela amakhulu nagudle ulwandle agcwele njengoba kunemicimbi yemigubho yeminyaka ewu-107 yokusungulwa kwe-ANC.
","economy, business and finance"
483,"KUSOLWA ukuthi uzikhunge ngenxa yokhwantalala oludalwe ukubanjwa inkunzi nokuthunjwa owesilisa waseZimbabwe otholakale elenga emgwaqweni omkhulu eVerulam ngeSonto.
UMnuz Michael Chikura (24) kuthiwa bekusaphele isonto esinde esehlakalweni sokuthunjwa, waphucwa noR600 ngamadoda angaziwa. Isitatimende esithunyelwe yinkampani yabezimo eziphuthumayo, iReaction Unit South Africa (RUSA), siveza ukuthi uChikura obehlala eWaterloo, watholakala elenga esihlahleni emgwaqweni uR102 eduze kwebhuloho eVerulam. 
","crime, law and justice"
484,"UMKHANDLU olawula othisha kuleli iSouth african Council for Educators (SACE) usichithe isitatimende senyunyana yothisha iSouth African Liberated Public Sector Workers Union (Salipswu) eyasungulwa ngowayenguMengameli weSadtu owakhonjwa indlela uMnuz Thobile Ntola, sokuthi isikhulu esiphezulu salo mkhandlu sahlangana noNobhala weSadtu KwaZulu-Natal uNksz Nomarashiya Caluza ngezinsolo zokuthi akanazo iziqu zokufundisa.
Umkhandlu uthe awukho umhlangano ofuze lo oke wabakhona.
",education
485,"IMFUNDO yamahhala emanyuvesi nasemakolishi, ukwakhiwa kwamanyuvesi amabili, izigidi zabantu abathola imishanguzo yokulwa negciwane lengculazi, ukudla kwabafundi ezikoleni ngezinye zezinto owayengumengameli wezwe uMnuz Jacob Zuma athi zenzeka eminyakeni eyisishiyagalolunye ephethe.
UZuma uphefumule kuTwitter ephendula inkulumo kaMengameli wezwe uMnuz Cyril Ramaphosa, ayenza eDavos ngeledlule ukuthi kuchitheke isikhathi kule minyaka eyisishiyagalolunye eyayisingethwe nguZuma. 
",education
486,"INHLANGANO ezibiza ngeDagga Party of South Africa, ithi uma ingakwazi ukuthola uR200 000 ofunwa yinhlangano eyengamele ukhetho kuleli ukuze iqembu lezepolitiki likwazi ukungenela ukhetho, kuyobe kuphenduleke imithandazo yabo bonke abantu bakuleli abafisa ukusebenzisa insangu ngokukhululeka. 
Le nhlangano ithi isikwenze konke okudingekayo njengokubhalisa isiqubulo seqembu nelogo, kodwa njengamanje isasenkingeni yokuhlanganisa imali yokubhalisa.
",politics
487,"ISISHOSHOVU seFees Must Fall esigwetshwe iminyaka emithathu sisebenzela umphakathi sithe akusethusi ukusebenzela umphakathi ngoba yinto esiyijwayele.
UMnuz Bonginkosi Khanyile (29) owayeyisitshudeni saseDurban Univesity of Technology (DUT) ngesikhathi ehola umkhankaso weFees Must Fall ngo-2016, ugwetshwe iminyaka emithathu noma inhlawulo kaR5000 yinkantolo yemantshi eThekwini izolo. Isigwebo silengiswe iminyaka emihlanu.
","crime, law and justice"
488,"UMENGAMELI we-ANC uMnuz Cyril Ramaphosa uvumile ukuthi inhlangano yakhe i-ANC yenze inqwaba yamaphutha kule minyaka edlule futhi izimisele ngokuzehlisa phambi kwabantu iwalungise ukuze babuyelwe yithemba kuyona.
URamaphosa usho lokhu ngesikhathi ephakathi nenkulumo yakhe emcimbini wokwethula komhlahlandlela wokhetho obusenkundleni iMoses Mabhida eThekwini ebigcwele phama kungekho nendawo yokubeka unyawo. 
",politics
489,"KULINDELEKE siphume namhlanje isinqumo ngesicelo sebheyili sekhansela le-ANC elisolwa ngokubulala elinye okusolwa kukho umbango wesikhundla eMlaza. Izolo eNkantolo kaMantshi eMlaza abameli babasolwa baveze izethulo zabo.
UMbuso nawo waqala ukuveza ezawo ngesicelo sebheyili. Kulindeleke imantshi, uMnuz Thulani Mbuyazi, ukuba ihlaziye okubekwe wuMbuso nabameli, bese ikhipha isinqumo. Izolo leli cala belithanyelwe uMengameli we-ANCYL kuzwelonke, uMnuz Colleen Maine. Ufike icala seliphakathi. 
","crime, law and justice"
490,"UZITHINTELE kubantu umsiki wengqephu waseNgwelezane, eMpangeni ngemuva ngokuhlambalaza amadodakazi akhe amathathu ngokuwamodelisa namaphepha anemibhalo ewathukayo enxanxatheleni yezitolo iSanlam Centre, eMpangeni ngempelasonto edlule.
Uyise wezingane esingeke simdalule ngenxa yokuvikela zona, kuthiwa uqhube amadodakazi akhe aneminyaka elinganiselwa ku-13 kuya ku-15 ewanamathisele amaphepha ezifubeni abhalwe ngemibhalo emikhulu egqamile ethi awanaso isimilo, athandana nenqwaba yamadoda, alala nawo.
","crime, law and justice"
491,"IMEYA yaseMgungundlovu, uMnuz Themba Njilo, ithi babonga uNkulunkulu ngokuvikela umsakazi woKhozi FM olimale kabi esigamekweni okusolwa kuso ukuthi ubedunwa imoto.
Kushaqise abaningi ukuvela kwezindaba zokuthi uSbu Buthelezi wohlelo lwasemini Indiza Nathi ngo-12 kuya ku-3 ntambama phakathi nezinsuku udutshulwe amahlandla amaningana ngeSonto ebusuku eMbali, eMgungundlovu.
","crime, law and justice"
492,"UMASIPALA weTheku usuthembise ukuthi kuzobuyela esimeni esijwayelekile ukuqoqwa kukadoti osekunesikhathi ungaqoqwa eMlaza nakwezinye izindawo eThekwini.
Izolo iphini lenhloko yezokuxhumana kumasipala, uMnuz Mandla Nsele, lithe sebeqalile ngohlelo lokuqoqa udoti kusukela ngoMsombuluko, nayizolo bebesaqhubeka nakho. Udoti sekunamasonto amabili ungaqoqwa eMlaza, Chesterville naseMayville nokukholakala ukuthi kudalwa ukungakhokhelwa ngendlela kosonkontileka. UNsele uthe banethemba lokuthi isimo sizobuyela kwesijwayelekile uma sebeqoqa obungalandwa.
",politics
493,"KUQHUME umkikizo kwaculwa nezingoma zomzabalazo izolo ngesikhathi abasebenzi befemu yendwangu eVerulam bejabulela ukuvakashelwa ongqongqoshe abebezoyivula ngokusemthethweni. Abasebenzi base-Africa Bespoke Apparel (ABA), bamamukele ngesasasa uNgqongqoshe wezokuThuthukiswa koMnotho nezokuVakasha KwaZulu-Natal uMnuz Sihle Zikalala obehambisana nePhini likaNgqongqoshe wezokuHweba neziMboni uMnuz Bulelani Magwanishe.
Bekuvulwa ngokusemthethweni ifemu edale amathuba omsebenzi angaphezu kuka-500. Kudle uR81 million ukuvulwa kwefemu okuthiwa iyona enkulu esifundazweni. Umsebenzi wokuyivula, oxhaswe yiKZN Growth Fund noMnyango wezokuHweba neziMboni, waqala ngo-2016. 
","economy, business and finance"
494,"IKHALELWE ngamasongo kaSigonyela inyanga yaseMasosheni, eGreytown, okuthiwa ibidlwengula abantu besifazane abakhendla kuyona ibalutha ngokuthi umphambili wayo yilona khubalo eyelapha ngalo, othole wona ngeke aphinde ahlupheke.
Inyanga eneminyaka engu-26 esingeke sikwazi ukuyidalula ngoba ayikaveli enkantolo, iboshwe ngoLwesine ekuseni isekhaya layo. Leli phephandaba lihabule ngemithombo yalo ukuthi inyanga ibimatasa ithaka amakhathakhatha ayo ngesikhathi ezakwadalwane zitheleka yathuka, yajuluka yamanzi te bayigaxa izinsimbi bachitheka nayo.
","crime, law and justice"
495,"MHLELI: Ngokwejwayelekile ukuqala konyaka omusha kuletha ithemba ebantwini abehlukene kodwa akunjalo ezinganeni eziphothule iziqu zobuthishela emanyuvesi. Ezinye zalezi zingane sezineminyaka emithathu zaphothula imfundo ephakeme kodwa lutho ukuthola umsebenzi. Okubuhlungu kakhulu wukuthi bafunde kanzima abazali beboleka imali ngethemba lokuthi uma sebephothulile kuyoba lula ukuyibuyisela kulabo abatshelekisayo.
Kunoxhaso okuthiwa yiFunza Lushaka. Abantwana bathi iyisiqalekiso impilweni yalabo abafunde kanzima abazali beqhwanda ukuze baphumelele. Ngesikhathi besafunda bathi bazifaka izicelo kulo Funza kodwa zangaphumelela. Uma sebezizamele baphumelela batshelwa ukuthi kuzobhekwa kuqala abafunde ngalo Fundza Lushaka. Ngabe bukhona ubuntu uma ziphathwa kanje izingane zethu ezifunde kanzima zingaxhaswe muntu? 
",education
496,"ZINGASE zivalwe ezinye zezikole okuvalwe ngehlahla kwangaphasa ngisho umfundi oyedwa ku-matric KwaZulu-Natal ngo-2018 ngoba ezinye zazo bezinomfundi oyedwa obhalile.
UMnyango wezeMfundo esifundazweni uzobizela esigcawini othishanhloko balezi zikole ukuthi bazochaza ngemiphumela engemihle abayitholile. Sinyukile isibalo sezikole okungaphasanga muntu kuzona ngo-2018 njengoba ziyisishiyagalolunye zisuka kwezintathu ngo-2017. 
",education
497,"UKHALA ngokucwaswa ngokobuhlanga omunye wabaholi beNFP ngemuva kokuhlaselwa kuleli qembu ngoba esolwa ngokwenza izikibha ezinobuso bakhe esikhundleni sokufaka obukaNkk Zanele Magwaza-Msibi.
UMnuz Shaik Emam Mansoor obuye abe yilungu lePhalamende, uthuse ozakwabo kuNFP ngokuziqoka njengogaqele isikhundla sokuba uNdunankulu waseWestern Cape ngaphandle kokuphakanyiswa ohlwini lwamagama asuka ezinhlakeni zeqembu, abazomela ezifundazweni nasePhalamende.
",politics
498,"IHHOVISI likaNgqongqoshe wezeMvelo uNkk Nomvula Mokonyane lithi lo ngqongqoshe akakazophawula okwamanje ngezinsolo abekwa zona kwikhomishini ephenya ngokulawulwa kombuso yidlanzana eholwa yiJaji uRaymond Zondo.
Izolo owayeyisikhulu saseBosasa, uMnuz Angelo Agrizzi, uveze ukuthi babegwazela uNkk Mokonyane ngoR50 000 njalo ngenyanga baphinde bamthengele inyama, utshwala obuphambili baphinde bamngcwabele nezihlobo.
","crime, law and justice"
499,"UZONGENA nasemalokishini umkhankaso wokuvala izitolo ezisebenza zingenawo amaphemithi kanti kuzoshaqwa namakhonteyna abekwe ngokungemthetho.
Lokhu kushiwo uNgqongqoshe wezokuThuthukiswa koMnotho nezokuVakasha KwaZulu-Natal uMnuz Sihle Zikalala, obehambisana neMeya yeTheku uNkk Zandile Gumede, izolo ngesikhathi begasela ezitolo eChesterville nasePhoyinti eThekwini, kubhekwa ukuthi zinawo yini amaphemithi okusebenza. Kuvalwe ezimbili ePhoyinti okutholakale ukuthi azinawo amaphemithi. Esinye sitholakale sidayisa ukudla kwezingane osekudlulelwe yisikhathi, okunye okubhalwe ukuthi sadlula ngo-2015. 
","crime, law and justice"
500,"UMNYANGO wokuHlunyeleliswa ngeziMilo kuleli uphenya izinsolo zokuthi umfundisi waseNigeria obhekene noxhaxha lwamacala okunukubeza ngokocansi, uMfundisi Timothy Omotoso, Ãƒâ€šÃ‚Â uphethwe ntofontofo kunezinye iziboshwa.
NgoMsombuluko kubikwe ukuthi u-Omotoso, osejele iSt Albam Prison ePort Elizabeth, usakwazi ukushumayeza ibandla lakhe esejele esebenzisa iselula. Ngokomthetho wamajele kuleli amaselula awavumelekile kwababoshiwe. 
","crime, law and justice"
501,"UFASIMBA luthi uhulumeni akavikele abampofu ayeke ukubadayisa kwabacebile abafuna ukumba amagugu emhlabeni wabo kulandela umsindo osuke eXolobeni, eMbizana, e-Eastern Cape.
UMnuz Molaodi Wa Sekake okhulumela uFasimba kuzwelonke uthe baphoxekile ngesitatimende sikaNgqongqoshe wokuMbiwayo uMnuz Gwede Mantashe othe kuzoba nenhlolovo ezobheka ukuthi umphakathi uyahambisana yini nokuthi kube nemayini noma cha.
",society
502,"AMABHIZINISI amancane ayaqhubeka nokuba wumgogodla womnotho yize amaningi ewa kungakapheli iminyaka emithathu esunguliwe.
Isikhulu esiphezulu senkampani exhasa osomabhizinisi abancane iFinfind, uNkk Darlene Menzies, sithe kubalulekile ukuthi kusungulwe amabhizinisi ngoba kuzodilizwa abantu eminyakeni emithathu ezayo futhi nasezinkampanini ezizimele wu-22% kuphela wezikhulu eziphezulu othi izinkampani zizokhula kulezi zinyanga eziwu-12 ezizayo.
","economy, business and finance"
503,"Isifundazwe iKwaZulu-Natal sibaluleke kakhulu emlandweni nasekusimameni kwe-ANC. Lo mlando wacishe washabalala ngeminyaka yawo-1990 lapho khona osomathuba bakha isithombe okungesona bethi i-ANC ngeyamaXhosa, i-IFP ngeyamaZulu.
Isinqumo sobuholi be-ANC sokubamba ingqungquthela yohlu lwabazongena ephalamende likazwelonke nawezifundazwe, inkulumo yaminyaka yonke eyaziwa ngeJanuary 8 Statement nokwethulwa kwemigomo yokhetho yeqembu eThekwini sikhumbuza iNingizimu Afrika ngokubaluleka kwalesi sifundazwe kwi-ANC. 
",politics
504,"OWAYEYISIKHULU saseBosasa uMnuz Angelo Agrizzi, uphinde waveza ukuthi wayegwazela isikhulu sePolice and Prisons Civil Rights Union (Popcru) asibize ngoSbu (kodwa isibongo angasisho) ukuze sizame owayenguKhomishana wamajele uMnuz Vernie Petersen ukuthi asebenzisane neBosasa.
U-Agrizzi uthe uSbu uyingxenye yabantu ababegwazelwa ngoR1 million ukuze aqinisekise ukuthi uPetersen akanqabi lutho olucelwa yizinkampani zakwaBosasa ngo-2007.
","crime, law and justice"
505,"UKHOMISHANA wamajele eKZN osamisiwe uMnuz Mnikelwa Nxele, osekuvele ukuthi ungomunye wabakhokhelwa intshontsho inkampani iBosasa, usazise ikhomishini kaZondo ukuthi ufuna ukuphosa imibuzo kowayeyisikhulu sale nkampani uMnuz Angelo Agrizzi.
UNxele ubekhuluma ne-African News Agency (ANA) ngaphandle kwenkantolo yabasebenzi ngoLwesibili, lapho abezama khona ukuyoguqula isinqumo sokumiswa kwakhe.
","crime, law and justice"
506,"UKUBALULEKA kokonga ngokwezidingo nezimiso zakho kuyinto eyaziwayo. Sesiside isikhathi sikhuluma ngokuthi abatshalimali abalithathi ithuba elikhona ezimakethe ukuthenga ezinhlelweni ezifana ne-stock market.
Kulolu hlelo sikholelwa ngukuthi, abatshalimali kumele babheke uhlelo lotshalomali oluzokhula njengokutshala kwizinhlelo ezizoletha inzuzo ephezulu. Ngakho isaluleko sethu sithi, kubalulekile ukuthi amalungu esitokofela aqale ukubheka ezinye izinhlelo ezehlukene ezikhona kwizimakethe.
","economy, business and finance"
507,"UMENGAMELI we-ANC uMnuz Cyril Ramaphosa ugqugquzele abantu basePort Shepstone nezindawo ezakhele leli dolobha ukuthi bagcwalise iMoses Mabhida Stadium lapho ezothula khona umyalezo wakhe weJanuary 8 ngoMgqibelo aphinde athule nomhlahlandela weqembu wokuheha abavoti njengoba kuyiwa okhethweni.
URamaphosa ehambisana nabanye abaholi be-ANC esifundazweni uhambele kule ndawo izolo enxenxa abantu ukuthi batheleke ngobuningi kulo mgubho weqembu. Uphinde wathembisa ukuthi uzothula uhlelo lwakhe lokuthuthukisa izwe.
",politics
508,"UZOVELA enkantolo kuleli sonto owesilisa oneminyaka engu-22 obhekene namacala okukhona kuwo elokubulala ngokungenhloso emuva kokushona kwephoyisa likaMasipala weTheku u-Inspector Johan Deysel (59) oshayiswe yitekisi ezama ukuyimisa emgwaqweni oseManzimtoti ngempelasonto.
I-video kaDeysel eshayiswa yitekisi ebisabalele ezinkundleni zokuxhumana, kukhona abakugxekayo ukuvezwa kwayo abanye bazwelana nomndeni wakhe.
","crime, law and justice"
509,"UNGQONGQOSHE weziSebenzi zikaHulumeni nokuPhatha, uNksz Ayanda Dlodlo uthe uhlelo lokunxenxa abantu abadala ukuthi basheshe bathathe umhlalaphansi balwenza ukuze behlise isabelo sezimali esiphezulu esikhokhelwa abasebenzi.
UNgqongqoshe wezeziMali, uMnuz Tito Mboweni umemezele ukuthi kunohlelo lokuzama ukwehlisa isabelo ngokuthi bagqugquzele abantu abadala ukuthi basheshe bathathe umhlalaphansi, ikakhulu abaneminyaka engu-55 kuya ku-59.
","economy, business and finance"
510,"IQEMBU eselizakhele udumo ngokushubisa izinto ePhalamende, i-EFF, lithuse abaningi izolo lingaphazamisi inkulumo ebhekiswe esizweni kaMengameli Cyril Ramaphosa ngoLwesine.
I-EFF yafunga yagomela ukuthi kuzoba ncane indawo ePhalamende uma kuphela uJanuwari nonyaka uRamaphosa engacacisile ngodaba lwemali ebalelwa kuR500 000 okuthiwa wayinikelelwa yinkampani iBosasa ngesikhathi ekhankasela ukuba umengameli we-ANC. 
",politics
511,"USIZWE wukuphuma ngewindi owesilisa osindile esigamekweni okushone kuso abantu abathathu, abahlanu balimala kanzima efulethini elisenkabeni yedolobha iTheku emgwaqweni uBurger izolo emini.
Lona wesilisa osindile kuthiwa uthole imihuzukwana okukholakala ukuthi idalwe ukuwa esuka esitezi sokuqala phezulu ewela phansi kuleli fulethi eliseduze neNkantolo eNkulu yaseThekwini ngaseMtateni.
","crime, law and justice"
512,"IKHOMISHINI kaJaji Mokgoro ephenya ngokuthi kufanele yini iphini likamqondisi wezokuShushiswa koMphakathi, u-Adv Nomgcobo Jiba noMqondisi wezokuShushiswa u-Adv Lawrence Mwrebi baphathe lezi zikhundla, ithole ukuthi u-Adv Jiba osamisiwe, wayesebenzisa amandla akhe ukushushisa labo abebonakala bengazwani nowayenguMengameli wezwe uMnuz Jacob Zuma.
Lokhu kutshelwe le khomishini yiphini lomqondisi kazwelonke wezokuShushiswa koMphakathi, uMnuz Willie Hofmeyr, ngenkathi evele phambi kwale khomishini.
","crime, law and justice"
513,"MHLELI: Ngithi angicele isikhala ngiphawule ngomyalezo wemenenja yoMkhandlu weTheku kwiSolezwe langoFebhuwari 14 mayelana nokwakhiwa kwemijondolo emhlabeni kaMasipala weTheku.
UMnuz Nzuza ngiyavumelana naye uma ethi kusuka ngo-1994 umkhandlu sewakhe izindlu eziningi eThekwini noma ke ngingeqinise ngesibalo asishoyo sezindlu asebezakhile kodwa kukhona lapho engidideka khona. Angiqondi kahle uma ethi kunezinhlangano zomphakathi nezepolitiki ezibhebhezela abantu ukuthi badle umhlaba kamasipala.
",politics
514,"ZIZICELELE ikhefu izikhulu ze-ANC ezisolwa emacaleni ocansi Ãƒâ€šÃ‚Â njengoba kusaqhubeka uphenyo lwamaphoyisa emuva kokuvulwa kwamacala.
UNobhala Jikelele we-ANC uMnuz Ace Magashule ngoLwesibili udalule ukuthi oMnuz Zizi Kodwa noMnuz Pule Mabe bacele ukushawa umoya. UMagashule uthe nakuba abasolwa bezibona bemsulwa kodwa bebengafuni ukuqhubeka nokusebenza bengaphansi kwefu elimnyama lokusolwa ngokunukubeza abesifazane. Ubekhuluma esithangamini sabezindaba ekomkhulu lenhlangano eLuthuli House eGoli.
","crime, law and justice"
515,"ABALANDELI nabazalwane bebandla loMprofethi oboshelwe ukushushumbisa imali basuleke izinyembezi izolo yena nomkakhe bethola ibheyili.
Bekuyinjabulo yodwa kubazalwane be-Enlightened Christian Gathering (ECG), ngaphandle kweNkantolo yamacala ezimali ePitoli. Bebejabulela ukuthi umholi webandla uMprofethi Shepherd Bushiri (35) nomkakhe uNkk Mary Bushiri (37) bathole ibheyili kaR100 000 umuntu emunye. Bekusha umculo ngaphandle kwenkantolo abanye bebonga amandla omthandazo emuva kokukhululwa kwabo. Abanye babhale ezinkundleni zokuxhumana ukuthi sekuzoke kufike ubuthongo, bakwazi nokubuyela emsebenzini.
","crime, law and justice"
516,"I-IFP ithi ukhetho lwangoMeyi 8 luzocacisa ukuthi ngubani umakhonya phakathi kweNkatha ne-ANC. Lokhu kuvele ngoLwesihlanu ngesikhathi kunomhlangano oyisipesheli wesiShayamthetho mayelana nokuba sihlakazwe kuleli hlandla eliphelayo leminyaka emihlanu ukuze amaqembu akwazi ukukhankasela ukhetho luka-2019.
UMnuz Nhlanhla Msimango we-IFP utshele amalungu kaKhongolose ukuthi umbuso wabo ubaliwe njengoba kuza ukhetho.
",politics
517,"PHEZU kokuba izinyunyana zothisha ziyamukela inkulumo kaMengameli Cyril Ramaphosa ngendaba yokuthuthukisa imfundo ngokuthi kube nama-tablet kubona bonke abafundi kuleli kodwa ezinye izinto zithi zingagcina zingenzekanga.
URamaphosa umemezele izinto eziningi uhulumeni ahlose ukuzenza kwezemfundo njengokuthi uhlelo lwama-tablet luqale ezikoleni ezisemakhaya nasemalokishini, kuguqulwe izikole eziningi zibe ngezamakhono kanjalo nokuqinisekisa ukuthi kunezindlu zangasese kuzona zonke izikole.
",education
